segment_id,time_interval,name,link
2UVDsCYViMI_40000,"[(8.932, 9.305)]",['Airhorn_truckhorn'],['youtu.be/2UVDsCYViMI']
2UpHhiQWzD4_30000,"[(0.613, 1.575), (0.0, 10.0)]","['Airbrake', 'Heavyengine(lowfrequency)']",['youtu.be/2UpHhiQWzD4']
2V6ePZnbyB0_17000,"[(7.95, 9.838)]",['Tiresqueal'],['youtu.be/2V6ePZnbyB0']
2Vn_I0Iuvjs_7000,"[(0.0, 8.963)]",['Heavyengine(lowfrequency)'],['youtu.be/2Vn_I0Iuvjs']
2WHDc9gYeA0_320000,"[(0.0, 5.096), (5.736, 10.0)]","['Motorcycle', 'Motorcycle']",['youtu.be/2WHDc9gYeA0']
2WgPEYww4-g_30000,"[(3.106, 6.703)]",['Heavyengine(lowfrequency)'],['youtu.be/2WgPEYww4-g']
2WusnT74-ao_30000,"[(8.589, 10.0)]",['Carpassingby'],['youtu.be/2WusnT74-ao']
2XHe-3DjxWk_20000,"[(0.0, 9.618)]",['Mediumengine(midfrequency)'],['youtu.be/2XHe-3DjxWk']
2YE-umRM15Q_100000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2YE-umRM15Q']
2YKi01udnOk_70000,"[(0.0, 0.677), (0.941, 2.107), (2.423, 4.056), (4.597, 6.351)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2YKi01udnOk']
2ZciT0XrifM_0,"[(0.022, 7.036), (2.483, 3.615), (3.866, 5.022)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2ZciT0XrifM']
2ZfwEg4JaiU_0,"[(6.26, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2ZfwEg4JaiU']
2_fhrJqHdjA_17000,"[(0.0, 8.468)]",['Racecar_autoracing'],['youtu.be/2_fhrJqHdjA']
2_k8p3mvc5A_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2_k8p3mvc5A']
2a6DAQ7zMZo_60000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/2a6DAQ7zMZo']
2aFTuTVFkEw_30000,"[(0.0, 10.0), (6.244, 8.764)]","['Trafficnoise_roadwaynoise', 'Carpassingby']",['youtu.be/2aFTuTVFkEw']
2aHguBRQA0s_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2aHguBRQA0s']
2aK6wxaQuKc_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2aK6wxaQuKc']
2avoWQKwAVw_370000,"[(4.372, 7.737)]",['Vehiclehorn_carhorn_honking'],['youtu.be/2avoWQKwAVw']
2bOk4R1XE5w_30000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/2bOk4R1XE5w']
2boYTFLB88I_30000,"[(7.606, 10.0)]",['Carpassingby'],['youtu.be/2boYTFLB88I']
2br7YREK6Lw_27000,"[(0.0, 6.574)]",['Motorcycle'],['youtu.be/2br7YREK6Lw']
2caslf1dsZg_25000,"[(0.0, 9.203)]",['Motorcycle'],['youtu.be/2caslf1dsZg']
2cbGahzRahQ_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/2cbGahzRahQ']
2cjbawcQMpQ_0,"[(1.268, 4.435)]",['Mediumengine(midfrequency)'],['youtu.be/2cjbawcQMpQ']
2cmK7Ek76W4_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2cmK7Ek76W4']
2d-GINm1h8s_70000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/2d-GINm1h8s']
2d4dDdE3vYY_30000,"[(0.0, 6.952)]",['Mediumengine(midfrequency)'],['youtu.be/2d4dDdE3vYY']
2d7N3PDz_18_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2d7N3PDz_18']
2dHjkxB-LAQ_10000,"[(0.0, 9.507)]",['Trainwheelssquealing'],['youtu.be/2dHjkxB-LAQ']
2dMvEHPLiP4_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2dMvEHPLiP4']
2dScU-xnfmY_0,"[(9.63, 10.0)]",['Caralarm'],['youtu.be/2dScU-xnfmY']
2dZ2t90Luts_21000,"[(0.0, 0.829)]",['Motorcycle'],['youtu.be/2dZ2t90Luts']
2deKP0ekN0A_390000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2deKP0ekN0A']
2e-686DyYn4_30000,"[(1.581, 4.587)]",['Tiresqueal'],['youtu.be/2e-686DyYn4']
2e0STU7giow_210000,"[(2.628, 3.595), (3.028, 3.608), (3.708, 3.889)]","['Tiresqueal', 'Vehiclehorn_carhorn_honking', 'Tiresqueal']",['youtu.be/2e0STU7giow']
2eHKjprwVuI_460000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2eHKjprwVuI']
2ePKQKl9jtc_30000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/2ePKQKl9jtc']
2eceKKaT8i8_30000,"[(2.973, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/2eceKKaT8i8']
2epj7AmNFVo_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2epj7AmNFVo']
2fIwmHfqAnY_20000,"[(0.0, 10.0), (5.652, 7.044), (7.672, 8.087)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2fIwmHfqAnY']
2fP0Wctos0E_30000,"[(8.294, 8.828)]",['Trainwheelssquealing'],['youtu.be/2fP0Wctos0E']
2fQZ71RlErY_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2fQZ71RlErY']
2fQzovEApvo_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2fQzovEApvo']
2fUicpjD8p8_180000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/2fUicpjD8p8']
2fmczltF7B0_30000,"[(0.0, 0.65)]",['Vehiclehorn_carhorn_honking'],['youtu.be/2fmczltF7B0']
2fo_zfCN09I_40000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2fo_zfCN09I']
2gOpf2NcUrc_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2gOpf2NcUrc']
2gdfn0Efqqs_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2gdfn0Efqqs']
2geexP0SjOw_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2geexP0SjOw']
2gqxZHYhMbo_0,"[(6.246, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/2gqxZHYhMbo']
2gxG4Bnsass_30000,"[(1.557, 2.148), (3.041, 3.715)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2gxG4Bnsass']
2hGO_Xgwswc_260000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2hGO_Xgwswc']
2hlx8gzdxo4_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2hlx8gzdxo4']
2iBOCtYHEs8_130000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2iBOCtYHEs8']
2j7q3jR3fXM_0,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2j7q3jR3fXM']
2jIxHKpgBys_12000,"[(0.0, 9.782)]",['Motorcycle'],['youtu.be/2jIxHKpgBys']
2jPIqNEbsAE_30000,"[(0.0, 0.841)]",['Airhorn_truckhorn'],['youtu.be/2jPIqNEbsAE']
2jYOmtCfpgs_30000,"[(0.0, 10.0), (3.675, 5.305), (6.125, 7.079), (7.906, 8.415)]","['Racecar_autoracing', 'Tiresqueal', 'Tiresqueal', 'Tiresqueal']",['youtu.be/2jYOmtCfpgs']
2jn7-T4oifc_90000,"[(0.0, 10.0), (2.093, 2.457)]","['Trafficnoise_roadwaynoise', 'Airhorn_truckhorn']",['youtu.be/2jn7-T4oifc']
2jp9prS9Q0E_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2jp9prS9Q0E']
2kIzGIq3ME8_0,"[(1.311, 3.972)]",['Vehiclehorn_carhorn_honking'],['youtu.be/2kIzGIq3ME8']
2kR-VOsRWE8_9000,"[(0.0, 6.774), (4.027, 5.484)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking']",['youtu.be/2kR-VOsRWE8']
2l-hCWInP_s_0,"[(1.388, 3.879)]",['Airhorn_truckhorn'],['youtu.be/2l-hCWInP_s']
2lG6qE6mVcU_9000,"[(0.0, 9.869), (2.398, 5.292)]","['Trafficnoise_roadwaynoise', 'Carpassingby']",['youtu.be/2lG6qE6mVcU']
2lfXDnVDyEM_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2lfXDnVDyEM']
2llA00Fpv3Y_6000,"[(6.34, 6.643), (0.0, 9.395), (8.211, 8.877)]","['Vehiclehorn_carhorn_honking', 'Trafficnoise_roadwaynoise', 'Tiresqueal']",['youtu.be/2llA00Fpv3Y']
2logomXufTc_60000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/2logomXufTc']
2me1Cr36wao_360000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2me1Cr36wao']
2mxxd9Xgb5w_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2mxxd9Xgb5w']
2nbDIDG30TY_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/2nbDIDG30TY']
2o-Grc-LSUM_30000,"[(0.0, 10.0)]",['Fixed-wingaircraft_airplane'],['youtu.be/2o-Grc-LSUM']
2o6fXEc4CYc_30000,"[(1.021, 1.241), (1.55, 1.777)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2o6fXEc4CYc']
2on0IRTBCKk_0,"[(0.0, 0.917), (2.557, 3.245), (4.06, 4.404)]","['Airhorn_truckhorn', 'Tiresqueal', 'Tiresqueal']",['youtu.be/2on0IRTBCKk']
2pglzJYM2dU_30000,"[(0.008, 10.0)]",['Racecar_autoracing'],['youtu.be/2pglzJYM2dU']
2pyh_qjTQcw_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2pyh_qjTQcw']
2qJzFQaAMxU_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/2qJzFQaAMxU']
2qVvHDWDTWg_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2qVvHDWDTWg']
2qWyZoTFp5M_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2qWyZoTFp5M']
2qgwD_sSNdk_30000,"[(0.768, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2qgwD_sSNdk']
2qpawf1U-Tk_22000,"[(1.622, 5.721)]",['Vehiclehorn_carhorn_honking'],['youtu.be/2qpawf1U-Tk']
2s-itDymnag_30000,"[(7.901, 8.836), (7.926, 10.0)]","['Vehiclehorn_carhorn_honking', 'Bus']",['youtu.be/2s-itDymnag']
2s5ZCc98vHM_8000,"[(0.0, 9.271)]",['Bus'],['youtu.be/2s5ZCc98vHM']
2sckeiQnL5I_0,"[(0.102, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/2sckeiQnL5I']
2shiK-EsCec_30000,"[(3.78, 3.929)]",['Tiresqueal'],['youtu.be/2shiK-EsCec']
2sl_wDc1RYM_30000,"[(9.406, 9.714)]",['Airbrake'],['youtu.be/2sl_wDc1RYM']
2t1-Dk85Wng_12000,"[(0.0, 7.483)]",['Lightengine(highfrequency)'],['youtu.be/2t1-Dk85Wng']
2tBJ77KITio_1000,"[(0.0, 9.665)]",['Mediumengine(midfrequency)'],['youtu.be/2tBJ77KITio']
2tgnMkCEi7g_11000,"[(0.0, 8.869)]",['Mediumengine(midfrequency)'],['youtu.be/2tgnMkCEi7g']
2u0d1D0CFvI_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2u0d1D0CFvI']
2u77mzFw-KA_30000,"[(0.477, 4.165)]",['Carpassingby'],['youtu.be/2u77mzFw-KA']
2uLE-FgJFqM_20000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/2uLE-FgJFqM']
2uS8jisN6g8_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2uS8jisN6g8']
2useKLcmapo_30000,"[(0.015, 7.893), (8.202, 10.0)]","['Mediumengine(midfrequency)', 'Mediumengine(midfrequency)']",['youtu.be/2useKLcmapo']
2v0Lmxftv_4_80000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2v0Lmxftv_4']
2vkRgCaEqa8_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/2vkRgCaEqa8']
2w-Fn5bukds_2000,"[(0.0, 9.299)]",['Mediumengine(midfrequency)'],['youtu.be/2w-Fn5bukds']
2w3Tl32aMuc_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2w3Tl32aMuc']
2wJCrsnQhrc_10000,"[(4.43, 10.0)]",['Motorcycle'],['youtu.be/2wJCrsnQhrc']
2wWs7MLxbTk_30000,"[(0.287, 0.768)]",['Vehiclehorn_carhorn_honking'],['youtu.be/2wWs7MLxbTk']
2wiP2B5SFYc_180000,"[(0.0, 10.0)]",['Bus'],['youtu.be/2wiP2B5SFYc']
2wtLsQu5f38_30000,"[(1.062, 1.323), (1.619, 1.907), (2.498, 2.725), (3.722, 4.072)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/2wtLsQu5f38']
2x3-zPubbpA_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2x3-zPubbpA']
2xD3xJDlvFc_6000,"[(6.393, 6.635), (7.055, 8.587)]","['Tiresqueal', 'Tiresqueal']",['youtu.be/2xD3xJDlvFc']
2xLGCDDgO7U_30000,"[(0.0, 7.55)]",['Mediumengine(midfrequency)'],['youtu.be/2xLGCDDgO7U']
2xWVAH17EAk_30000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/2xWVAH17EAk']
2xYjg9fFn_g_30000,"[(0.0, 8.821), (9.264, 9.513)]","['Motorboat_speedboat', 'Motorboat_speedboat']",['youtu.be/2xYjg9fFn_g']
2y29M0fIoVY_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/2y29M0fIoVY']
2y9gaj3b7C0_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/2y9gaj3b7C0']
2yH-ifixcmI_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/2yH-ifixcmI']
2yMCp-tvK8U_30000,"[(7.661, 10.0)]",['Carpassingby'],['youtu.be/2yMCp-tvK8U']
2ydyFLjN77s_220000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/2ydyFLjN77s']
3-J29DSmV6k_25000,"[(0.0, 9.884)]",['Helicopter'],['youtu.be/3-J29DSmV6k']
3-UEb9KOgpE_30000,"[(0.0, 3.853), (0.355, 1.256)]","['Motorcycle', 'Vehiclehorn_carhorn_honking']",['youtu.be/3-UEb9KOgpE']
3-dOUJiyRmg_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3-dOUJiyRmg']
3-yBJ3adUz4_10000,"[(2.87, 3.364), (3.818, 8.134)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/3-yBJ3adUz4']
3018xX-AHOA_13000,"[(0.0, 9.95)]",['Mediumengine(midfrequency)'],['youtu.be/3018xX-AHOA']
30F6eK9a3ws_50000,"[(7.021, 7.721)]",['Vehiclehorn_carhorn_honking'],['youtu.be/30F6eK9a3ws']
30ZELcBx75Y_40000,"[(0.0, 10.0)]",['Helicopter'],['youtu.be/30ZELcBx75Y']
30npJeMf8tA_40000,"[(5.562, 9.802)]",['Vehiclehorn_carhorn_honking'],['youtu.be/30npJeMf8tA']
30pPiP5bNMc_12000,"[(0.0, 1.334)]",['Vehiclehorn_carhorn_honking'],['youtu.be/30pPiP5bNMc']
30qkZCTeBIA_40000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/30qkZCTeBIA']
313j-ig3Kvo_30000,"[(0.0, 6.163), (6.171, 10.0)]","['Mediumengine(midfrequency)', 'Racecar_autoracing']",['youtu.be/313j-ig3Kvo']
315z6NNxjsc_30000,"[(5.658, 8.347), (8.801, 10.0)]","['Tiresqueal', 'Tiresqueal']",['youtu.be/315z6NNxjsc']
31mUNy_Rj1s_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/31mUNy_Rj1s']
31nQwGdMN6c_30000,"[(0.0, 10.0), (0.0, 10.0)]","['Bus', 'Trafficnoise_roadwaynoise']",['youtu.be/31nQwGdMN6c']
31zGUPKhEQ0_160000,"[(0.0, 10.0), (2.434, 3.499), (5.724, 7.836)]","['Mediumengine(midfrequency)', 'Carpassingby', 'Carpassingby']",['youtu.be/31zGUPKhEQ0']
3256yKk0rjY_30000,"[(1.665, 2.573)]",['Vehiclehorn_carhorn_honking'],['youtu.be/3256yKk0rjY']
32LU_fvAqak_3000,"[(0.0, 9.539), (0.357, 0.593), (1.229, 1.557), (2.6, 2.881), (4.179, 7.103)]","['Trafficnoise_roadwaynoise', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/32LU_fvAqak']
32MbjP6TzaQ_50000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/32MbjP6TzaQ']
32UDBSwbCJk_30000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/32UDBSwbCJk']
32Xc593-NII_30000,"[(4.614, 6.449)]",['Tiresqueal'],['youtu.be/32Xc593-NII']
32Yh4NkcdJ8_20000,"[(0.0, 9.466)]",['Mediumengine(midfrequency)'],['youtu.be/32Yh4NkcdJ8']
32aoUCuWtvc_50000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/32aoUCuWtvc']
334QHHSaqG0_150000,"[(0.0, 0.772), (0.0, 10.0), (7.512, 8.417)]","['Tiresqueal', 'Racecar_autoracing', 'Tiresqueal']",['youtu.be/334QHHSaqG0']
33fUVOXlAtk_150000,"[(5.953, 6.772), (8.827, 9.307)]","['Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/33fUVOXlAtk']
33gGC4V8u_w_90000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/33gGC4V8u_w']
33sw1FnyDxo_30000,"[(0.873, 1.164), (6.706, 6.985)]","['Airbrake', 'Airbrake']",['youtu.be/33sw1FnyDxo']
3545mc7pZzI_30000,"[(5.724, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3545mc7pZzI']
357IlBXu-nE_280000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/357IlBXu-nE']
35FJ3pXCcAE_30000,"[(1.628, 4.725)]",['Motorcycle'],['youtu.be/35FJ3pXCcAE']
36BBy7JAp68_22000,"[(0.0, 9.181), (4.314, 4.636), (4.856, 5.36), (5.934, 6.138), (7.383, 7.711), (7.812, 8.129), (8.269, 8.591)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/36BBy7JAp68']
36LRgSoDqNc_5000,"[(0.0, 9.099)]",['Mediumengine(midfrequency)'],['youtu.be/36LRgSoDqNc']
36psxyCUNs4_320000,"[(0.0, 4.904), (8.316, 10.0)]","['Racecar_autoracing', 'Racecar_autoracing']",['youtu.be/36psxyCUNs4']
37Upn7rqtvY_25000,"[(0.0, 9.324)]",['Heavyengine(lowfrequency)'],['youtu.be/37Upn7rqtvY']
38qNrwHfyuc_2000,"[(0.0, 9.517), (2.113, 6.51)]","['Mediumengine(midfrequency)', 'Vehiclehorn_carhorn_honking']",['youtu.be/38qNrwHfyuc']
39DcACGw474_30000,"[(6.797, 9.063)]",['Vehiclehorn_carhorn_honking'],['youtu.be/39DcACGw474']
39O3v_R0RHs_30000,"[(0.015, 10.0)]",['Helicopter'],['youtu.be/39O3v_R0RHs']
3ANkLY7i5mE_12000,"[(0.0, 0.235), (0.0, 9.339), (0.857, 1.633), (2.635, 4.169), (4.385, 4.8)]","['Airhorn_truckhorn', 'Heavyengine(lowfrequency)', 'Airhorn_truckhorn', 'Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/3ANkLY7i5mE']
3B0gUoCjDZg_0,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3B0gUoCjDZg']
3BEOIqv7zpw_0,"[(0.197, 7.198)]",['Mediumengine(midfrequency)'],['youtu.be/3BEOIqv7zpw']
3BFAycqkDww_60000,"[(1.536, 2.165), (2.458, 2.877)]","['Airbrake', 'Airbrake']",['youtu.be/3BFAycqkDww']
3BQz9u0DLWU_20000,"[(3.898, 4.461), (4.6, 5.176), (5.447, 6.142), (6.524, 7.219)]","['Airbrake', 'Airbrake', 'Airbrake', 'Airbrake']",['youtu.be/3BQz9u0DLWU']
3Bbcr2hELw0_30000,"[(0.483, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3Bbcr2hELw0']
3Bc3WS58AjM_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3Bc3WS58AjM']
3BzKyIKC_0Q_16000,"[(0.0, 9.747)]",['Mediumengine(midfrequency)'],['youtu.be/3BzKyIKC_0Q']
3CAHJOU1H-k_30000,"[(1.887, 3.488)]",['Vehiclehorn_carhorn_honking'],['youtu.be/3CAHJOU1H-k']
3CC3u-dVS1w_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3CC3u-dVS1w']
3CjgKjH5c8Y_0,"[(7.406, 8.901)]",['Vehiclehorn_carhorn_honking'],['youtu.be/3CjgKjH5c8Y']
3CkfWFbin5I_30000,"[(0.89, 10.0), (2.543, 3.008)]","['Racecar_autoracing', 'Airhorn_truckhorn']",['youtu.be/3CkfWFbin5I']
3DTDyb7LUaY_5000,"[(0.0, 9.025)]",['Motorboat_speedboat'],['youtu.be/3DTDyb7LUaY']
3DW4IBAzR14_100000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3DW4IBAzR14']
3DWWPNl_HcM_10000,"[(1.112, 1.778)]",['Tiresqueal'],['youtu.be/3DWWPNl_HcM']
3DbWo5pWuH8_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3DbWo5pWuH8']
3EK9AU3ecPQ_24000,"[(0.0, 2.451), (0.0, 9.222), (2.623, 4.13), (4.32, 7.728)]","['Vehiclehorn_carhorn_honking', 'Bus', 'Vehiclehorn_carhorn_honking', 'Vehiclehorn_carhorn_honking']",['youtu.be/3EK9AU3ecPQ']
3ErKc4vYXAU_80000,"[(0.0, 10.0)]",['Trafficnoise_roadwaynoise'],['youtu.be/3ErKc4vYXAU']
3F_dFyS0hwU_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3F_dFyS0hwU']
3FlbbtnmEvg_8000,"[(8.413, 9.028)]",['Vehiclehorn_carhorn_honking'],['youtu.be/3FlbbtnmEvg']
3G5k9lrb3Dg_380000,"[(7.138, 10.0)]",['Trainwheelssquealing'],['youtu.be/3G5k9lrb3Dg']
3G7gM5LY7_8_30000,"[(7.157, 7.488)]",['Airbrake'],['youtu.be/3G7gM5LY7_8']
3GYQ6KmZZW0_29000,"[(3.935, 4.306)]",['Airhorn_truckhorn'],['youtu.be/3GYQ6KmZZW0']
3HIukeVux1o_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/3HIukeVux1o']
3Hz5urV9T_o_1000,"[(0.0, 9.144), (0.761, 1.585), (1.789, 3.47), (3.746, 6.172)]","['Heavyengine(lowfrequency)', 'Airhorn_truckhorn', 'Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/3Hz5urV9T_o']
3IFozRwGNvw_60000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/3IFozRwGNvw']
3IQyb-CglDM_7000,"[(0.0, 9.89)]",['Racecar_autoracing'],['youtu.be/3IQyb-CglDM']
3IcHSp-spg8_30000,"[(1.76, 8.779)]",['Carpassingby'],['youtu.be/3IcHSp-spg8']
3Id9FCJr0lI_30000,"[(0.0, 10.0)]",['Racecar_autoracing'],['youtu.be/3Id9FCJr0lI']
3IhDslD7v0I_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3IhDslD7v0I']
3IyXOi2DqTg_22000,"[(0.0, 9.11)]",['Mediumengine(midfrequency)'],['youtu.be/3IyXOi2DqTg']
3J8ERRI1nX8_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3J8ERRI1nX8']
3JR1kD2HQ_s_290000,"[(0.0, 10.0), (4.488, 6.024)]","['Railroadcar_trainwagon', 'Trainwheelssquealing']",['youtu.be/3JR1kD2HQ_s']
3JjHVnjlqPc_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3JjHVnjlqPc']
3K0UD9edI8I_27000,"[(0.0, 10.0), (8.178, 8.524)]","['Trafficnoise_roadwaynoise', 'Airbrake']",['youtu.be/3K0UD9edI8I']
3KFIkJx3GYY_230000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/3KFIkJx3GYY']
3KQ3nxZKFY0_110000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/3KQ3nxZKFY0']
3KegoBHgzu4_30000,"[(2.426, 3.233), (3.726, 4.625), (6.237, 6.797)]","['Airhorn_truckhorn', 'Airhorn_truckhorn', 'Airhorn_truckhorn']",['youtu.be/3KegoBHgzu4']
3L5fK81ShlI_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/3L5fK81ShlI']
3L8_rj6BKp8_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/3L8_rj6BKp8']
3LX7969eCNE_30000,"[(0.0, 10.0)]",['Motorboat_speedboat'],['youtu.be/3LX7969eCNE']
3MQ7Rfqhj-Y_30000,"[(0.0, 10.0)]",['Bus'],['youtu.be/3MQ7Rfqhj-Y']
3MwZ782MeLU_30000,"[(0.0, 10.0)]",['Mediumengine(midfrequency)'],['youtu.be/3MwZ782MeLU']
3N4v866Icqg_0,"[(6.126, 6.568), (7.34, 7.912)]","['Airbrake', 'Airhorn_truckhorn']",['youtu.be/3N4v866Icqg']
3NPW2tUdVa0_20000,"[(0.0, 10.0)]",['Motorcycle'],['youtu.be/3NPW2tUdVa0']
3OyRHkt-0xA_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/3OyRHkt-0xA']
3PLPvlD8KDg_30000,"[(7.382, 8.08)]",['Airhorn_truckhorn'],['youtu.be/3PLPvlD8KDg']
3PQAZvy9exM_30000,"[(0.0, 10.0)]",['Heavyengine(lowfrequency)'],['youtu.be/3PQAZvy9exM']
